P07T09,Other,615.639,319.81,517.693,564.735,754.766,576.503,8.0,655.9760451081777,124.84839566011283
P07T09,Other,619.696,310.081,525.573,556.934,760.74,574.513,8.0,657.2530709174875,123.9905538004514
P07T09,Other,633.205,306.183,539.148,551.008,774.287,572.586,8.0,638.2747633626041,110.89914266081452
P07T09,Other,635.307,302.14,541.276,541.197,778.319,570.653,8.0,658.9385386273453,123.52677362514927
P07T09,Other,641.135,294.337,543.212,535.301,782.218,566.687,8.0,641.1985451516207,111.02820527896985
P07T09,Other,641.156,290.493,541.27,527.537,784.135,560.849,8.0,660.480534346257,123.20408670072342
P07T09,Other,641.135,288.42,539.319,527.485,786.132,564.723,8.0,642.4311120626587,112.02452207435319
P07T09,Other,641.169,286.471,537.279,523.533,788.096,566.709,8.0,662.0697178785987,124.7254219062536
P07T09,Other,646.94,288.387,527.555,521.603,791.908,558.841,8.0,643.2753929547296,112.78833016993075
P07T09,Other,648.858,288.453,523.521,523.607,794.026,560.852,8.0,664.4041951729479,125.8944343106762
P07T09,Other,649.035,288.482,515.756,494.176,805.682,570.574,8.0,644.6201877709221,113.28223791365103
P07T09,Other,651.032,288.569,500.088,509.925,809.69,560.786,8.0,666.5916819852332,126.25743404690184
P07T09,Other,656.844,290.476,492.266,505.986,821.443,556.925,8.0,647.0219485276573,113.88837480301645
P07T09,Other,662.62,288.562,490.297,492.245,833.098,549.071,8.0,668.5016513869575,128.67646212295676
P07T09,Other,664.59,286.536,492.261,472.678,838.945,539.288,8.0,647.6136170064822,114.97381593089692
P07T09,Other,664.643,276.747,447.214,476.558,852.748,509.905,8.0,670.1364609050455,130.29955386808066
P07T09,Other,664.626,270.877,472.613,451.113,860.544,484.413,8.0,649.1204516945702,116.77251052897007
P07T09,Other,664.616,268.877,460.882,447.228,854.701,478.569,8.0,672.416594732076,131.85998484871018
P07T09,Other,664.559,261.032,447.176,445.233,884.087,492.228,8.0,649.8217390799571,117.43260414487486
P07T09,Other,664.622,257.177,443.276,431.467,888.009,474.583,8.0,673.8109898512802,133.23629865615416
P07T09,Other,666.62,249.293,447.222,417.867,903.695,460.962,8.0,651.8739863929926,118.98153244608787
P07T09,Other,668.525,243.471,447.23,413.895,903.646,458.918,8.0,674.955156262653,134.8149551357094
P07T09,Other,670.555,241.399,451.069,408.023,907.587,445.25,8.0,652.5570165058505,119.28347448258481
