P07T20,Other,725.399,331.594,645.028,523.614,813.553,511.839,8.0,215.72052676717448,79.38016964058691
P07T20,Other,725.307,329.651,643.082,523.608,805.772,517.739,8.0,192.6695928908784,71.7208473033777
P07T20,Other,721.494,327.655,641.153,521.613,805.699,517.696,8.0,216.12659275713622,79.22986349465964
P07T20,Other,719.537,325.729,639.189,521.589,807.597,513.814,8.0,194.34873755607458,71.77112777030585
P07T20,Other,717.559,325.685,637.218,521.657,803.728,513.811,8.0,215.9246410087639,79.20092979083607
P07T20,Other,713.723,323.8,635.213,519.662,795.908,515.743,8.0,192.7773404648245,71.34658426885947
P07T20,Other,711.697,323.769,631.325,521.553,797.877,509.956,8.0,214.99389393405238,78.92505571967266
P07T20,Other,707.763,323.737,627.417,519.653,788.067,515.759,8.0,192.6325194937419,71.64648828124086
P07T20,Other,709.674,323.786,629.402,519.656,790.096,519.63,8.0,215.34527579199914,78.93716136076884
P07T20,Other,725.379,327.651,652.924,525.523,809.653,523.579,8.0,191.94967228356256,71.81502418042099
P07T20,Other,758.714,325.744,682.224,523.573,852.67,513.778,8.0,215.2534925092781,79.1874180451575
P07T20,Other,795.877,321.797,713.61,515.748,886.05,519.641,8.0,192.07753458849723,72.29640940158856
P07T20,Other,823.396,317.808,758.669,525.494,927.159,509.895,8.0,215.19233810119988,80.1334316878184
P07T20,Other,842.916,308.085,760.628,509.854,936.977,507.863,8.0,192.24581592399306,71.67976853470759
P07T20,Other,846.809,304.217,760.708,507.841,940.867,494.21,8.0,214.368078569521,79.98285377098702
P07T20,Other,835.02,300.244,743.0,496.206,907.57,504.008,8.0,192.50508647968445,70.89255797904832
P07T20,Other,807.653,296.33,713.654,500.055,886.086,435.438,8.0,213.5058895113197,79.791754889533
P07T20,Other,776.246,302.165,688.131,509.947,839.03,439.356,8.0,192.968599926001,72.2288021770837
P07T20,Other,668.539,317.894,592.144,535.337,754.786,494.268,8.0,212.33780441815833,80.29246604288231
P07T20,Other,647.006,329.6,574.506,541.281,0.0,0.0,10.0,193.06744163971575,72.31636744986396
P07T20,Nose,629.349,339.512,556.874,558.831,760.672,453.034,8.0,212.99688173692147,80.2183214838431
P07T20,Nose,619.526,357.106,509.878,554.908,0.0,0.0,9.0,191.46932175046476,73.17542556971803
P07T20,Nose,615.591,368.791,509.951,554.965,705.807,554.883,8.0,212.35374030942916,80.04410934990051
P07T20,Other,613.665,372.746,541.217,570.547,707.723,556.9,8.0,191.01456855619472,74.47382868630777
P07T20,Other,615.584,378.574,541.172,572.652,699.918,556.9,10.0,212.3783864676853,80.19081792950645
P07T20,Nose,617.571,376.617,541.303,572.566,697.997,554.97,10.0,190.79016161694346,73.21005150850097
P07T20,Nose,617.675,370.838,539.311,572.517,699.948,560.826,9.0,211.6379315433893,80.61757811297389
P07T20,Nose,619.561,368.873,541.25,562.744,717.539,558.836,9.0,191.41345146022235,75.15223769729889
P07T20,Nose,617.521,366.882,537.312,564.757,711.629,547.084,8.0,211.0175244353233,80.84361670945052
P07T20,Neck,617.556,366.883,539.22,560.844,709.729,551.034,8.0,189.8120416653091,76.41978651897715
P07T20,Neck,617.592,366.875,541.203,560.84,705.76,556.862,8.0,212.12328805189725,80.67321298379241
P07T20,Nose,617.626,366.757,539.278,558.814,711.631,549.042,8.0,191.1614657438983,76.19907422191477
P07T20,Neck,619.516,362.958,541.212,556.904,711.62,552.988,8.0,226.4875885922827,88.88952204570617
P07T20,Neck,619.57,361.013,545.122,558.843,711.68,543.23,8.0,202.65915327768926,78.80688209843977
P07T20,Neck,619.596,360.999,545.134,556.953,711.631,547.122,8.0,261.74486336971285,89.11559935123844
P07T20,Neck,619.608,359.022,545.18,554.854,711.655,545.145,8.0,224.3644604446137,99.58733397066452
P07T20,Neck,619.614,357.03,541.236,543.165,709.683,549.04,8.0,276.94708094642954,112.85314745258621
P07T20,Neck,621.581,353.148,543.178,539.265,709.701,545.169,8.0,238.33487090136128,120.31960551857686
P07T20,Neck,623.547,353.062,547.125,541.162,711.615,545.14,8.0,237.00391190173787,151.62005862042182
P07T20,Neck,627.385,351.209,552.935,539.276,711.688,543.247,8.0,219.9983498200466,238.5567275299965
P07T20,Neck,629.37,351.161,547.077,539.22,711.698,545.145,8.0,255.73807095606273,227.90299886392285
P07T20,Neck,631.304,351.152,541.283,535.315,713.698,541.179,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,629.343,351.092,541.287,535.321,713.554,541.209,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,627.414,349.204,545.142,537.249,711.725,541.175,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,625.494,347.248,543.211,533.388,713.555,541.18,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,627.384,345.324,541.294,527.57,719.502,533.393,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,629.369,345.31,554.936,537.271,715.57,535.357,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,633.247,341.433,545.186,525.612,715.59,537.321,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,633.299,341.43,554.847,527.545,725.324,533.408,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,633.369,341.427,554.922,529.444,717.588,537.32,8.0,190.93461423416687,557.0810938739052
P07T20,Neck,635.217,341.408,556.85,531.435,721.494,533.373,8.0,176.91052922472795,237.0631632347229
P07T20,Neck,635.347,339.499,556.935,533.356,725.314,533.388,8.0,111.1594311618934,282.5706128449721
P07T20,Nose,637.286,339.486,558.845,535.348,727.354,533.369,8.0,75.37824839101928,323.37957053560297
P07T20,Neck,643.075,341.353,568.6,537.294,727.262,539.18,8.0,86.57529136948403,318.0722968387275
